ZdAId	ZdAName	ZdATown	ZdAPostalRegion
412580	Lolainville	Engenville	45133
48426	Les Sablons	Viry-Châtillon	91687
48935	Les Primevères	Taverny	95607
49855	Les Penchardaises	Penchard	77358
53635	Les Logettes	Beaumont-sur-Oise	95052
54889	Les Garennes	Bullion	78120
49833	Les Echabots	Moussy-le-Neuf	77322
49092	Les Chênes	Beynes	78062
56330	Division Leclerc	Brou-sur-Chantereine	77055
51673	Le Poirier Rouget	Maffliers	95353
415509	Le Levant	Fontenay-le-Fleury	78242
49853	Le Gué	Montgé-en-Goële	77308
48946	Le Foirail	Ermont	95219
52160	Le Clos Saint-Cyr	Saint-Cyr-l'École	78545
48422	Le Billoir	Viry-Châtillon	91687
420113	Lavoir	Gometz-la-Ville	91274
46715	Laroche	Villeparisis	77514
48673	La Tuilerie	Chevreuse	78160
51553	La Mare aux puits	Limours	91338
53725	La Closerie	Claye-Souilly	77118
426122	La Brunette	Samois-sur-Seine	77441
423788	La Barogne	Moussy-le-Neuf	77322
56004	Dream Castle	Magny-le-Hongre	77268
49967	Herbeauvilliers	Buthiers	77060
49573	Henri Dunant	Chaumontel	95149
51593	Haute Garenne	Saint-Pathus	77430
54786	Hamel	Longperrier	77259
56216	Gruet	Ozoir-la-Ferrière	77350
412607	Grande Rue	Intville-la-Guétard	45170
421505	Georges Pitard	Goussainville	95280
48632	Général Eblé	Versailles	78646
43250	Garenne	Dammartin-en-Goële	77153
411396	Crépy-en-Valois	Crépy-en-Valois	60176
49707	François Mauriac	Vémars	95641
461624	Forgeron	Presles	95504
52301	Fortuné Charlot	Montigny-lès-Cormeilles	95424
49100	Falaize - Paix	Bois-d'Arcy	78073
49675	Eugène Varlin	Goussainville	95280
54644	Esclangon	Viry-Châtillon	91687
49132	Ergal Centre	Jouars-Pontchartrain	78321
49692	Centre	Épiais-lès-Louvres	95212
49803	Église	Rouvres	77392
49917	Eglise	Gravon	77212
55503	Eglise Villebéon	Villebéon	77500
462053	Mairie	Le Plessis-Belleville	60500
55032	École	Rochefort-en-Yvelines	78522
42877	École	Bullion	78120
49971	Ecole	La Chapelle-la-Reine	77088
461606	Ecole	Le Déluge	60196
411492	Dreux	Dreux	28134
56314	Digoy	Chelles	77108
462050	Croix d'Andole	Nanteuil-le-Haudouin	60446
49938	Couture	Les Ormes-sur-Voulzie	77347
56290	Crapart Nacu	Pontault-Combault	77373
49604	Cottage Delacroix	Louvres	95351
49926	Corps de Garde	Villiers-sur-Seine	77522
48570	Corneille	Le Chesnay	78158
56321	Corps de Garde	Chelles	77108
49924	Collège Jean Rostand	Bray-sur-Seine	77051
461626	Collège H de Montherlant	Neuilly-en-Thelle	60450
42694	Collège François Rabelais	Beynes	78062
48926	Cité Jardin	Beauchamp	95051
48667	Cimetière	Chevreuse	78160
51741	Chateluis	Montfort-l'Amaury	78420
48767	Chambord	Limours	91338
56736	Chambrefontaine	Cuisy	77150
477560	Centre Sportif	Versailles	78646
49090	Centre Commercial du Val des 4 Pignons	Beynes	78062
461629	Centre	Mortefontaine-en-Thelle	60433
49831	Centre	Moussy-le-Vieux	77323
48096	CEA Porte Nord	Saclay	91534
461588	Cavillon Bas	Ully-Saint-Georges	60651
47006	Buffon	Fontenay-le-Fleury	78242
53633	Boyenval	Beaumont-sur-Oise	95052
49931	Boulodrome	Jaulnes	77236
478324	Blandin	Montgeron	91421
49089	Blanc Soleil	Beynes	78062
53612	Bienvenue	Bruyères-sur-Oise	95116
49201	Bio-Climatologie	Thiverval-Grignon	78615
49642	Bergerie	Survilliers	95604
57605	Berchères	Pontault-Combault	77373
49627	Beaumont	Fosses	95250
49909	Bas	Baby	77015
47529	Avenue du Maréchal Joffre	Luzarches	95352
49603	Avenue de la Gare	Louvres	95351
49625	Allée de la Source	Marly-la-Ville	95371
462397	Aéroport CDG 2 (Terminal 2) - CDGVal	Le Mesnil-Amelot	77291
473078	Gare de La Grande-Paroisse	La Grande-Paroisse	77210
473611	Gare de Viarmes	Viarmes	95652
419652	Central Space - Bâtiment E	Marly-la-Ville	95371
423850	Vignes de Pâques	Saint-Mard	77420
419641	Brabant	Dammartin-en-Goële	77153
54311	Grasse Village	Feucherolles	78233
55191	Cimetière	Barbizon	77022
57303	Place du Patis	Coubron	93015
57322	Bas Prés	Coubron	93015
57290	Paul Gauguin	Chelles	77108
57298	Chêne Pointu	Clichy-sous-Bois	93014
57421	Mésanges	Montfermeil	93047
57387	Aréna	Gagny	93032
415266	Jean Mermoz	Courcouronnes	91182
48533	Place de la Commune	Évry	91228
420834	Les Arènes	Évry	91228
45861	Gutenberg	Évry	91228
45854	Rossini	Évry	91228
51337	Jules Vallès	Évry	91228
51336	Jean Rostand	Évry	91228
51339	Maurice Genevoix	Évry	91228
54845	Paul de Kock	Gagny	93032
54843	Sainte Clotilde	Gagny	93032
462610	Maison petite enfance	Chelles	77108
57321	Lycée Alfred Nobel	Clichy-sous-Bois	93014
57390	Les 4 Chênes	Montfermeil	93047
57329	Montesquieu	Livry-Gargan	93046
57359	Collège	Gagny	93032
57360	Gay	Gagny	93032
423861	Toussaint Louverture	Grigny	91286
48524	Maisons du Golf	Bondoufle	91086
52368	Joliot-Curie	Ris-Orangis	91521
426757	Montagne des Glaises	Corbeil-Essonnes	91174
48504	L'Ecoute s'il Pleut	Ris-Orangis	91521
473439	Gare du Coudray-Montceaux	Le Coudray-Montceaux	91179
48518	La Mare aux Moules	Bondoufle	91086
471284	Dordives	Dordives	45127
473244	Gare de Chemin d'Antony	Antony	92002
415588	Verger	Cheptainville	91156
47101	Saint-Exupéry	Marolles-en-Hurepoix	91376
53027	Mairie	Guibeville	91292
477017	Levi Strauss	Brétigny-sur-Orge	91103
411384	Nogent-L'Artaud - Charly	Nogent-l'Artaud	2555
411479	Laroche - Migennes	Migennes	89257
46769	Avenue de la Maladrerie	Poissy	78498
55113	Collège Georges brassens	Marolles-en-Brie	94048
411405	Le Plessis-Belleville	Le Plessis-Belleville	60500
411511	Épernon	Épernon	28140
411452	Sens	Sens	89387
59302	Maintenon	Maintenon	28227
59301	Gisors	Gisors	27284
411345	Chaumont-en-Vexin	Chaumont-en-Vexin	60143
424156	Pompidou	Les Essarts-le-Roi	78220
420095	Vallon	La Boissière-École	78077
54897	Montjoie	Clairefontaine-en-Yvelines	78164
58216	Ecole	Ablis	78003
59054	Dreyfus	Rambouillet	78517
54884	La Mare	Les Bréviaires	78108
56677	Dubuc	Rambouillet	78517
54978	Les Pâtis	Mittainville	78407
46834	Petit Parc	Gazeran	78269
55025	Marchais Parfond	Prunay-en-Yvelines	78506
58690	Rue de Boinville	Ablis	78003
55003	Brasserie	Orsonville	78472
54881	Croix Rouge	Les Bréviaires	78108
54956	ZI Chemin Vert	Le Perray-en-Yvelines	78486
59229	François Isambert	Aunay-sous-Auneau	28013
56706	Uzès	Rambouillet	78517
54979	Le Poteau	Mittainville	78407
53333	Le Breuil	Condé-sur-Vesgre	78171
54909	Moreau Voisin	Émancé	78209
55059	Greffiers 1	Sonchamp	78601
55064	Bréau	Saint-Arnoult-en-Yvelines	78537
54872	Mauzaise	La Boissière-École	78077
54904	Semont	Dourdan	91200
54878	Moulin à Vent	Boinville-le-Gaillard	78071
56712	Groussay	Rambouillet	78517
56715	Maurice Dechy	Rambouillet	78517
54976	Croix Rouge	Mittainville	78407
54905	Centre	Émancé	78209
56676	Drouette	Rambouillet	78517
54994	L'Epinaye	Orcemont	78464
55029	Mairie	Raizeux	78516
59269	Piscine	Auneau-Bleury-Saint-Symphorien	28015
56701	Prunelliers	Rambouillet	78517
54980	Renardière	Mittainville	78407
56709	Vincent Scotto	Rambouillet	78517
55074	Poupinel	Saint-Arnoult-en-Yvelines	78537
54995	Guillemets	Orcemont	78464
57090	Ménainville	Ablis	78003
55049	Ville Lebrun	Sainte-Mesme	78569
56714	Vdo	Rambouillet	78517
54975	Berthière	Mittainville	78407
55081	Grange du Bois	Les Bréviaires	78108
56699	Pompidou	Rambouillet	78517
424152	Marais	Coignières	78168
59209	Billardière	Hanches	28191
59055	Château	Rambouillet	78517
54981	Vacheresse	Mittainville	78407
54935	Mairie	Gazeran	78269
55010	Cerisaie	Poigny-la-Forêt	78497
54895	Centre	Clairefontaine-en-Yvelines	78164
474229	La Guépière	Sonchamp	78601
43270	Général De Gaulle	Ormesson-sur-Marne	94055
43722	Les Côteaux	Ormesson-sur-Marne	94055
58440	ZA Haie Griselle	Boissy-Saint-Léger	94004
58014	Combernoux	Boissy-Saint-Léger	94004
58056	Sablière	Boissy-Saint-Léger	94004
58558	Les Champs	Noiseau	94053
58675	Ile du Moulin Bâteau	Bonneuil-sur-Marne	94011
58022	Place Gambetta	Sucy-en-Brie	94071
42327	Berthelot	Noiseau	94053
58033	Route de Lésigny	Sucy-en-Brie	94071
473396	Gare de Montigny-sur-Loing	Montigny-sur-Loing	77312
473584	Thieux - Nantouillet	Nantouillet	77332
473519	Liancourt-Saint-Pierre	Liancourt-Saint-Pierre	60361
473429	L'Abbaye (av. Vaillant)	Livry-Gargan	93046
473318	L'Abbaye (av. d'Orléans)	Livry-Gargan	93046
473340	Gare d'Ormoy-Villers	Ormoy-Villers	60479
473336	Gare de Gisors	Gisors	27284
473191	Gare de Chaumont-en-Vexin	Chaumont-en-Vexin	60143
473173	Gare de Chars	Chars	95142
473149	Gare de Boran-sur-Oise	Boran-sur-Oise	60086
472704	Santeuil - Le Perchay	Santeuil	95584
470756	Vaucelles	Taverny	95607
54565	LTT	Conflans-Sainte-Honorine	78172
53943	Lavoir	Andelu	78013
46629	Place Lamant	Saint-Germain-en-Laye	78551
52011	Montguichet	Garancières	78265
54675	Croix Rouge	Louveciennes	78350
51982	Le Gassé	Bazainville	78048
55687	Collège Denecourt	Bois-le-Roi	77037
43907	Mairie	Fontaine-le-Port	77188
55729	Château d'Eau	Samoreau	77442
55476	Jean Cocteau	Souppes-sur-Loing	77458
55461	Les Prairies	Saint-Pierre-lès-Nemours	77431
55435	La Vallée	Ormesson	77348
55370	La Garenne	La Madeleine-sur-Loing	77267
55297	Mairie	Bougligny	77045
55466	Eglise	Poligny	77370
55275	Place	Aufferville	77011
55299	Thiersanville	Bougligny	77045
55365	Ichy	Ichy	77230
55383	Roger Genty	Montigny-sur-Loing	77312
55305	Chancepoix	Château-Landon	77099
55446	Les Colombes	Saint-Pierre-lès-Nemours	77431
55459	Chaintreauville Place	Saint-Pierre-lès-Nemours	77431
55430	Les Serres	Nonville	77340
55488	Rue des Pins	Souppes-sur-Loing	77458
55492	Le Roulis	Souppes-sur-Loing	77458
425079	Route de Charmoy	Gironville	77207
55319	La Mie Voie	Château-Landon	77099
55298	Quenonville	Bougligny	77045
55478	Le Coudray	Souppes-sur-Loing	77458
55330	Butteau	Chenou	77110
425126	Général de Gaulle	Nemours	77333
55508	Moulin de la Tour	Voulx	77531
55178	Val Clos	Brie-Comte-Robert	77053
55146	Rue des Orfèvres	Marolles-en-Brie	94048
55170	Chemin de Varennes	Brie-Comte-Robert	77053
55124	Dr Roux	Brie-Comte-Robert	77053
55154	Rond-point des Bois	Marolles-en-Brie	94048
55238	Baticop	Saint-Fargeau-Ponthierry	77407
55194	Plante Rabot	Barbizon	77022
55216	Loricard	Fleury-en-Bière	77185
55203	Bois Beaudoin	Cély	77065
53920	Château	Marolles-en-Hurepoix	91376
53732	Les Petits Bois	Claye-Souilly	77118
54507	Centre Social	Achères	78005
58514	Mairie	Conflans-Sainte-Honorine	78172
54528	Poste	Achères	78005
54573	Place Fouillère	Conflans-Sainte-Honorine	78172
54523	Mozart	Achères	78005
46789	Internat Montaigne	Conflans-Sainte-Honorine	78172
419084	Les Sapins	Chennevières-sur-Marne	94019
45823	La Justice	Le Coudray-Montceaux	91179
53153	Les Louvetiers	Nanterre	92050
58626	Hippodrome	La Queue-en-Brie	94060
51658	Jean de la Fontaine	Chennevières-sur-Marne	94019
57475	Place Jacques Chirac - Gare / Marché	Villeparisis	77514
474205	Gare de Villeneuve Saint Georges	Villeneuve-Saint-Georges	94078
56508	Haut Gagny	Limeil-Brévannes	94044
56511	Parc de Limeil	Limeil-Brévannes	94044
56514	Stade	Limeil-Brévannes	94044
42351	Bois d'Auteuil	Villecresnes	94075
46414	Bellevue - Kennedy	Igny	91312
44600	Réaumur - Sébastopol	Paris 2e	75102
46368	Ivry sur Seine / Voltaire	Ivry-sur-Seine	94041
45307	Porte de Vitry	Paris 13e	75113
55156	Servon RN	Servon	77450
55155	RN Santeny	Santeny	94070
56576	Jules Ferry	Valenton	94074
56500	Allary	Limeil-Brévannes	94044
44694	Choisy le Roi / Rouget de Lisle	Choisy-le-Roi	94022
43464	Jean-Pierre Timbaud	Vitry-sur-Seine	94081
43879	Pyramides / Lycée des Loges	Évry	91228
473377	Gare d'Evry-Courcouronnes Centre	Évry	91228
50731	Place de la Libération / Résidence Greffulhe	Levallois-Perret	92044
44429	Place Jules Henaffe	Paris 14e	75114
42647	Cités Unies	Torcy	77468
50473	Quai de Seine	Saint-Ouen	93070
486237	Rue du Général de Gaulle	Ermont	95219
473329	Gare de Poissy (Parvis)	Poissy	78498
44122	Maurice Audin (av Aristide Briand)	Le Blanc-Mesnil	93007
45442	Porte Maillot - Malakoff	Paris 16e	75116
473732	Robespierre	Montreuil	93048
473653	Pont de Sèvres	Boulogne-Billancourt	92012
473635	Montgallet	Paris 12e	75112
427117	Juste Heras	Le Blanc-Mesnil	93007
47217	Stade des 3 Sapins	Ozoir-la-Ferrière	77350
47212	Campus Sainte Thérèse	Ozoir-la-Ferrière	77350
478477	Origny	Tournan-en-Brie	77470
480870	Lycée Ventura	Ozoir-la-Ferrière	77350
45074	Yvernailles	Aubepierre-Ozouer-le-Repos	77010
58706	Rue de l'Avenue	Férolles-Attilly	77180
56214	Robert Schuman	Ozoir-la-Ferrière	77350
44253	Parc des Sports	Brie-Comte-Robert	77053
56140	Grands Saules	Argentières	77007
56153	Gabin	Chevry-Cossigny	77114
56150	Maurevert	Chaumes-en-Brie	77107
56168	Place Clément Ader	Gretz-Armainvilliers	77215
56185	Monument	La Houssaye-en-Brie	77229
56186	Vieux Moulin	La Houssaye-en-Brie	77229
56182	Bussière	La Houssaye-en-Brie	77229
56190	Village de Lésigny	Lésigny	77249
56192	Briqueterie	Liverdy-en-Brie	77254
56194	Eglise	Liverdy-en-Brie	77254
44350	Stade Lucien Destal	Brie-Comte-Robert	77053
43005	Fontaine	Évry-Grégy-sur-Yerre	77175
44322	Petit Grisy	Grisy-Suisnes	77217
486310	ZI Ampère	Gretz-Armainvilliers	77215
56252	Pied de Coq	Servon	77450
56260	Cottages	Tournan-en-Brie	77470
56269	Hameau de Ville	Tournan-en-Brie	77470
56268	PSR	Tournan-en-Brie	77470
56289	Maurice André	Presles-en-Brie	77377
55112	Beau - Mendès France / Collège Georges Brassens	Brie-Comte-Robert	77053
55137	Collège Les Hyverneaux	Lésigny	77249
55145	Nogent sur Avon	Yèbles	77534
55148	Pierre Guérin	Servon	77450
55151	Les Portes de Brie	Brie-Comte-Robert	77053
44393	Rue de Verdun	Brie-Comte-Robert	77053
43286	Georges Clémenceau	Brie-Comte-Robert	77053
55163	Zone Industrielle Galilée	Brie-Comte-Robert	77053
55166	Zone industrielle Borde	Brie-Comte-Robert	77053
44639	Réveillon PLR	Lésigny	77249
43371	Hôpital	Coulommiers	77131
42189	Ambroise Paré	Brie-Comte-Robert	77053
44880	Saint Nicolas	Rozay-en-Brie	77393
43540	La Fermeté	Quiers	77381
44852	Chemin des Bois / Square du Marchais	Marles-en-Brie	77277
43529	La Côte	Soignolles-en-Brie	77455
44843	Sortie D20	Dammartin-sur-Tigeaux	77154
43596	Lady Sylvia	Mandres-les-Roses	94047
44960	Trianon	Boissy-Saint-Léger	94004
473756	République	Paris 11e	75111
42599	Chemin du Patis	Servon	77450
42575	Château d'Eau	La Chapelle-Gauthier	77086
42504	Centre Culturel	Melun	77288
42679	Collège Arthur Chaussy	Brie-Comte-Robert	77053
473594	Gare de Val d'Europe	Serris	77449
42630	Cimetière	Villecresnes	94075
473603	Gare de Verneuil-l'Etang	Verneuil-l'Étang	77493
42876	Ecole E. Piot	Saint-Germain-Laxis	77410
42812	D201 - D49A	Courpalay	77135
42919	Eglise	Soignolles-en-Brie	77455
42932	Eglise	Gretz-Armainvilliers	77215
51353	Camping	Le Plessis-Feu-Aussoux	77365
49269	Mairie	Coubert	77127
49248	Rue de la Poste	La Chapelle-Gauthier	77086
49241	Mairie	La Celle-sur-Morin	77063
49224	Salle des Fêtes	Bernay-Vilbert	77031
49213	Mairie	Aubepierre-Ozouer-le-Repos	77010
